event_id,timestamp,symbol,broker_mode,signal_source,final_decision_status,rejection_reason_code,rejection_reason_detail,rejection_reasons,confidence,predicted_return,qlib_raw_score,spread_bps,liquidity_score,liquidity_stress,vwap_alignment_passed,bracket_expectancy_passed,candidate_rank
91c9e033-956d-4600-a0c3-1e3709170a35,2026-03-27T19:59:00+00:00,LUNR,alpaca_paper_api,qlib_candidate_only,rejected,vwap_relationship_blocked,vwap_relationship,vwap_relationship; spread_filter; liquidity_sweep_detection; flatten_near_close_logic,0.99,0.0031151087462355817,0.0031151087462355817,19.26369863013721,1.0,0.15410958904109767,False,,1
24fdf529-e124-48f7-ab3b-db0009b36b30,2026-03-27T19:59:00+00:00,UNH,alpaca_paper_api,qlib_candidate_only,rejected,near_close_window_blocked,flatten_near_close_logic,flatten_near_close_logic,0.99,0.0024122150598311866,0.0024122150598311866,3.086896125945296,1.0,0.024695169007562367,True,,2
0e563bbc-3be9-4093-89b3-20e9ceaaae15,2026-03-27T19:59:00+00:00,SJM,alpaca_paper_api,qlib_candidate_only,rejected,vwap_relationship_blocked,vwap_relationship,vwap_relationship; spread_filter; flatten_near_close_logic,0.99,-0.0018842246127854928,-0.0018842246127854928,6.5623687526249475,1.0,0.05249895002099958,False,,3
5072afaf-3ba7-4452-8a91-c3a5a80950c6,2026-03-27T19:59:00+00:00,VXX,alpaca_paper_api,qlib_candidate_only,rejected,spread_too_wide,spread_filter,spread_filter; flatten_near_close_logic,0.99,0.0014258056952626832,0.0014258056952626832,13.892397069967538,0.8885408509527538,0.11113917655974032,True,,4
491959f8-fd68-43a8-b608-943d96e2201a,2026-03-27T19:59:00+00:00,TXG,alpaca_paper_api,qlib_candidate_only,rejected,vwap_relationship_blocked,vwap_relationship,vwap_relationship; flatten_near_close_logic,0.99,0.0013435360066458102,0.0013435360066458102,1.2833675564679172,1.0,0.010266940451743338,False,,5
62b9b0eb-a622-4b46-975a-b2f3ed047ab9,2026-03-27T19:59:00+00:00,XP,alpaca_paper_api,qlib_candidate_only,rejected,near_close_window_blocked,flatten_near_close_logic,flatten_near_close_logic,0.99,0.0012278156830920386,0.0012278156830920386,3.533069530808165,1.0,0.028264556246465324,True,,6
0be65d3f-bbef-40a3-8075-f345dd4a1a42,2026-03-27T19:59:00+00:00,GFI,alpaca_paper_api,qlib_candidate_only,rejected,spread_too_wide,spread_filter,spread_filter; flatten_near_close_logic,0.99,0.0011053811800733663,0.0011053811800733663,7.380727444496928,1.0,0.05904581955597543,True,,7
1151d280-ba22-4e96-a48b-712389f3b9f6,2026-03-27T19:59:00+00:00,RUN,alpaca_paper_api,qlib_candidate_only,rejected,near_close_window_blocked,flatten_near_close_logic,flatten_near_close_logic,0.99,-0.0009982794012235046,-0.0009982794012235046,5.94766058683607,1.0,0.047581284694688565,True,,8
480abd05-1fed-4dca-a36c-2eb45d635cf7,2026-03-27T19:59:00+00:00,SMR,alpaca_paper_api,qlib_candidate_only,rejected,spread_too_wide,spread_filter,spread_filter; flatten_near_close_logic,0.99,0.000988142396300934,0.000988142396300934,7.281553398058528,1.0,0.05825242718446823,True,,9
7a12124b-1ba3-48de-b4ee-4276a378651f,2026-03-27T19:59:00+00:00,AMD,alpaca_paper_api,qlib_candidate_only,rejected,vwap_relationship_blocked,vwap_relationship,vwap_relationship; flatten_near_close_logic,0.9890510948905109,0.0008880683428791844,0.0008880683428791844,3.961768929827083,1.0,0.03169415143861667,False,,10
08ba8796-4525-44e3-9e87-57d9877dadfc,2026-03-27T19:59:00+00:00,AMCR,alpaca_paper_api,qlib_candidate_only,rejected,vwap_relationship_blocked,vwap_relationship,vwap_relationship; spread_filter; liquidity_sweep_detection; flatten_near_close_logic,0.9878345498783455,0.0008236415756751551,0.0008236415756751551,16.280281323261264,1.0,0.13024225058609012,False,,11
4eeef77b-e802-4dec-a790-c347fc5b7a27,2026-03-27T19:59:00+00:00,SSRM,alpaca_paper_api,qlib_candidate_only,rejected,vwap_relationship_blocked,vwap_relationship,vwap_relationship; flatten_near_close_logic,0.98661800486618,-0.000814460403666691,-0.000814460403666691,5.668934240362691,1.0,0.04535147392290152,False,,12
eb781104-ddef-4d59-a547-038d1b39c82b,2026-03-27T19:59:00+00:00,WSC,alpaca_paper_api,qlib_candidate_only,rejected,target_return_below_threshold,predicted_return_threshold,predicted_return_threshold; spread_filter; flatten_near_close_logic,0.9854014598540146,0.0007946387369266885,0.0007946387369266885,7.30994152046794,1.0,0.05847953216374352,True,,13
ce863b9e-62b5-43bc-83f5-ec090ab54420,2026-03-27T19:59:00+00:00,PONY,alpaca_paper_api,qlib_candidate_only,rejected,target_return_below_threshold,predicted_return_threshold,predicted_return_threshold; spread_filter; flatten_near_close_logic,0.9841849148418491,-0.0006540982365482986,-0.0006540982365482986,8.187772925764017,1.0,0.06550218340611214,True,,14
5087a198-d77d-4b78-8349-3be14fd4f328,2026-03-27T19:59:00+00:00,U,alpaca_paper_api,qlib_candidate_only,rejected,target_return_below_threshold,predicted_return_threshold,predicted_return_threshold; vwap_relationship; spread_filter; flatten_near_close_logic,0.9829683698296837,0.000649303681015437,0.000649303681015437,8.997429305912634,0.9763787667338606,0.07197943444730107,False,,15
fc6a1dea-744a-49e1-b05e-d57e466c3c9f,2026-03-27T19:59:00+00:00,CVNA,alpaca_paper_api,qlib_candidate_only,rejected,target_return_below_threshold,predicted_return_threshold,predicted_return_threshold; vwap_relationship; spread_filter; flatten_near_close_logic,0.9817518248175182,0.0006405210108911098,0.0006405210108911098,7.524641132500042,1.0,0.06019712906000034,False,,16
d5f12299-d24a-4239-88ed-eed9e2dc2bcc,2026-03-27T19:59:00+00:00,BATL,alpaca_paper_api,qlib_candidate_only,rejected,target_return_below_threshold,predicted_return_threshold,predicted_return_threshold; spread_filter; intraday_volatility_regime; flatten_near_close_logic,0.9805352798053528,0.0006381831648217374,0.0006381831648217374,33.86454183266931,1.0,0.27091633466135445,True,,17
c5c1d999-0c57-4246-ace6-2a4732765adb,2026-03-27T19:59:00+00:00,CHYM,alpaca_paper_api,qlib_candidate_only,rejected,target_return_below_threshold,predicted_return_threshold,predicted_return_threshold; flatten_near_close_logic,0.9793187347931873,0.0005944007855764324,0.0005944007855764324,5.14252130473114,1.0,0.04114017043784912,True,,18
e7099174-2c4d-4fac-b69d-46a9014da29b,2026-03-27T19:59:00+00:00,BIRK,alpaca_paper_api,qlib_candidate_only,rejected,target_return_below_threshold,predicted_return_threshold,predicted_return_threshold; vwap_relationship; spread_filter; flatten_near_close_logic,0.9781021897810219,0.0005654356877960142,0.0005654356877960142,6.211634025138911,1.0,0.049693072201111285,False,,19
323ae5ab-f33d-405b-a61f-39776b8e7ed2,2026-03-27T19:59:00+00:00,SMTC,alpaca_paper_api,qlib_candidate_only,rejected,target_return_below_threshold,predicted_return_threshold,predicted_return_threshold; vwap_relationship; spread_filter; liquidity_filter; liquidity_sweep_detection; flatten_near_close_logic,0.9768856447688564,0.0005305037298950875,0.0005305037298950875,16.841447322730726,0.3832435728076415,0.1347315785818458,False,,20
27cc31fe-d829-48c2-a3be-8fb5a2b69612,2026-03-27T19:59:00+00:00,ADMA,alpaca_paper_api,qlib_candidate_only,rejected,target_return_below_threshold,predicted_return_threshold,predicted_return_threshold; vwap_relationship; spread_filter; flatten_near_close_logic,0.975669099756691,0.00046279659915158134,0.00046279659915158134,8.112493239588794,1.0,0.06489994591671036,False,,21
d8d87d0d-be69-4970-a933-71251062b251,2026-03-27T19:59:00+00:00,BTU,alpaca_paper_api,qlib_candidate_only,rejected,target_return_below_threshold,predicted_return_threshold,predicted_return_threshold; spread_filter; flatten_near_close_logic,0.9744525547445255,0.0004509397029134401,0.0004509397029134401,9.17605366409335,0.9987104169651813,0.0734084293127468,True,,22
