event_id,timestamp,symbol,broker_mode,signal_source,final_decision_status,rejection_reason_code,rejection_reason_detail,rejection_reasons,confidence,predicted_return,gross_predicted_return,qlib_raw_score,spread_bps,estimated_spread_cost,estimated_slippage_cost,estimated_fee_cost,estimated_regulatory_fee_cost,estimated_total_cost,expected_edge_after_cost,liquidity_score,liquidity_stress,vwap_alignment_passed,higher_timeframe_state,higher_timeframe_reason,bracket_expectancy_passed,quality_score,candidate_rank,selection_rank,selected_in_top_n
539946b9-7b11-4cb0-afc7-c4c77b02f7a3,2026-03-28T08:04:31.111378+00:00,AAPL,local_paper,qlib_plus_rules,rejected,position_exists,duplicate_position,duplicate_position,0.84,0.012,0.012,0.95,1.0,0.0001,0.00025,0.0,1.9249999999999998e-06,0.000351925,0.011648075,0.88,0.2,True,bullish,close_above_vwap_and_fast_above_slow,,0.8973333333333333,1,,
