broker_mode,dimension,value,closed_trade_count,win_count,loss_count,flat_count,total_realized_pnl,total_net_pnl_after_fees,total_net_pnl_after_fees_and_platform_cost,average_realized_pnl,average_realized_return_pct,win_rate,ownership_class,fee_schedule_version,excluded_foreign_position_count
alpaca_paper_api,symbol,AMZN,1,1,0,0,0.37000000000011823,0.36846000000011825,0.36846000000011825,0.37000000000011823,0.0225181362286454,1.0,bot_owned,alpaca_public_schedule_2026-03-20,2
alpaca_paper_api,symbol,RDY,1,0,1,0,-0.10999999999999943,-0.11019249999999943,-0.11019249999999943,-0.10999999999999943,-0.809418690213388,0.0,bot_owned,alpaca_public_schedule_2026-03-20,2
alpaca_paper_api,strategy,scalping,2,1,1,0,0.2600000000001188,0.25826750000011883,0.25826750000011883,0.1300000000000594,-0.3934502769923713,0.5,bot_owned,alpaca_public_schedule_2026-03-20,2
alpaca_paper_api,signal_source,qlib_plus_rules,2,1,1,0,0.2600000000001188,0.25826750000011883,0.25826750000011883,0.1300000000000594,-0.3934502769923713,0.5,bot_owned,alpaca_public_schedule_2026-03-20,2
alpaca_paper_api,broker_mode,alpaca_paper_api,2,1,1,0,0.2600000000001188,0.25826750000011883,0.25826750000011883,0.1300000000000594,-0.3934502769923713,0.5,bot_owned,alpaca_public_schedule_2026-03-20,2
